time_start,time_end,scenario_id,ue_total,attackers,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flow_duration,total_bytes_fwd,total_bytes_bwd,total_pkts_fwd,total_pkts_bwd,pkts_per_sec,bytes_per_sec,flow_pkts_per_sec,flow_bytes_per_sec,jitter_ms,delay_ms,label_binary,label_intensity
1,2,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
1,2,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,3,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,3,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,3,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
2,3,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
2,3,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
2,3,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
2,3,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,4,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,56,1,56,0,1,0,1,56,1,56,0,0,0,0
3,4,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,56,1,56,0,1,0,1,56,1,56,0,0,0,0
3,4,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,56,1,56,0,1,0,1,56,1,56,0,0,1,3
3,4,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,56,1,56,0,1,0,1,56,1,56,0,0,1,3
3,4,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,56,1,56,0,1,0,1,56,1,56,0,0,1,3
3,4,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,56,1,56,0,1,0,1,56,1,56,0,0,1,3
3,4,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,56,1,56,0,1,0,1,56,1,56,0,0,0,0
4,5,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
4,5,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
4,5,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
4,5,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
4,5,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
5,6,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
5,6,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
5,6,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
5,6,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
6,7,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
6,7,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
6,7,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
6,7,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,8,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,8,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,8,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
7,8,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
7,8,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
7,8,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
7,8,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,9,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,9,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,9,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8,9,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8,9,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8,9,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8,9,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,10,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,56,1,56,0,1,0,1,56,1,56,0,0,0,0
9,10,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,56,1,56,0,1,0,1,56,1,56,0,0,0,0
9,10,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,56,1,56,0,1,0,1,56,1,56,0,0,1,3
9,10,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,56,1,56,0,1,0,1,56,1,56,0,0,1,3
9,10,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,56,1,56,0,1,0,1,56,1,56,0,0,1,3
9,10,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,56,1,56,0,1,0,1,56,1,56,0,0,1,3
9,10,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,56,1,56,0,1,0,1,56,1,56,0,0,0,0
10,11,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,11,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,11,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
10,11,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
10,11,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
10,11,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
10,11,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,12,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,12,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,12,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
11,12,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
11,12,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
11,12,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
11,12,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
12,13,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
12,13,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
12,13,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
12,13,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13,14,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13,14,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13,14,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13,14,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
14,15,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
14,15,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
14,15,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
14,15,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
15,16,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
15,16,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
15,16,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
15,16,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
16,17,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
16,17,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
16,17,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
16,17,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
17,18,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
17,18,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
17,18,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
17,18,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,10_static_tcp_ddos_low_r18,10,5,10.1.1.1,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,10_static_tcp_ddos_low_r18,10,5,10.1.1.3,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,10_static_tcp_ddos_low_r18,10,5,10.1.1.6,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
18,19,10_static_tcp_ddos_low_r18,10,5,10.1.1.7,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
18,19,10_static_tcp_ddos_low_r18,10,5,10.1.1.8,10.1.1.4,49153,1003,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
18,19,10_static_tcp_ddos_low_r18,10,5,10.1.1.9,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,1,3
18,19,10_static_tcp_ddos_low_r18,10,5,10.1.1.10,10.1.1.2,49153,1001,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
